Title,English Title,Type,Country,Year,Director and protagonist,Rating,Official Link
无人知晓,誰も知らない,剧情,日本,2004,导演:是枝裕和HirokazuKoreeda主演:柳乐优弥YûyaYagira,9.1,https://movie.douban.com/subject/1292337/
倩女幽魂,无,爱情奇幻武侠古装,中国香港,1987,导演:程小东Siu-TungChing主演:张国荣LeslieCheung,8.8,https://movie.douban.com/subject/1297447/
小森林 夏秋篇,リトル・フォレスト 夏・秋,剧情,日本,2014,导演:森淳一JunichiMori主演:桥本爱AiHashimoto,9.0,https://movie.douban.com/subject/25814705/
时空恋旅人,About Time,喜剧爱情奇幻,英国,2013,导演:理查德·柯蒂斯RichardCurtis主演:多姆纳尔·格里森DomhnallGl...,8.8,https://movie.douban.com/subject/10577869/
未麻的部屋,Perfect Blue,动画奇幻惊悚,日本,1997,导演:今敏SatoshiKon主演:岩男润子JunkoIwao,9.1,https://movie.douban.com/subject/1395091/
侧耳倾听,耳をすませば,剧情爱情动画,日本,1995,导演:近藤喜文YoshifumiKondo主演:本名阳子YoukoHonna,8.9,https://movie.douban.com/subject/1297052/
哈利·波特与火焰杯,Harry Potter and the Goblet of Fire,悬疑奇幻冒险,英国美国,2005,导演:迈克·内威尔MikeNewell主演:丹尼尔·雷德克里夫DanielRadclif...,8.8,https://movie.douban.com/subject/1309055/
驯龙高手,How to Train Your Dragon,动画奇幻冒险,美国,2010,导演:迪恩·德布洛斯DeanDeBlois,8.8,https://movie.douban.com/subject/2353023/
幸福终点站,The Terminal,喜剧剧情爱情,美国,2004,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:汤姆·汉克斯TomHanks...,8.8,https://movie.douban.com/subject/1292274/
一个叫欧维的男人决定去死,En man som heter Ove,剧情,瑞典,2015,导演:汉内斯·赫尔姆HannesHolm主演:罗夫·拉斯加德RolfLassgård...,8.9,https://movie.douban.com/subject/26628357/
小森林 冬春篇,リトル・フォレスト 冬・春,剧情,日本,2015,导演:森淳一JunichiMori主演:桥本爱AiHashimoto,9.0,https://movie.douban.com/subject/25814707/
教父3,The Godfather: Part III,剧情犯罪,美国,1990,导演:弗朗西斯·福特·科波拉FrancisFordCoppola主演:阿尔·帕西诺A...,9.0,https://movie.douban.com/subject/1294240/
怪兽电力公司,"Monsters, Inc.",儿童喜剧动画奇幻冒险,美国,2001,导演:彼特·道格特PeteDocter,8.8,https://movie.douban.com/subject/1291579/
玩具总动员3,Toy Story 3,喜剧动画奇幻冒险,美国,2010,导演:李·昂克里奇LeeUnkrich主演:汤姆·汉克斯TomHanks,8.9,https://movie.douban.com/subject/1858711/
傲慢与偏见,Pride & Prejudice,剧情爱情,法国英国美国,2005,导演:乔·怀特JoeWright主演:凯拉·奈特莉KeiraKnightley,8.7,https://movie.douban.com/subject/1418200/
新世界,신세계,剧情犯罪,韩国,2013,导演:朴勋政Hoon-jungPark主演:李政宰Jung-JaeLee,8.9,https://movie.douban.com/subject/10437779/
萤火之森,蛍火の杜へ,剧情爱情动画奇幻,日本,2011,导演:大森贵弘TakahiroOmori主演:佐仓绫音AyaneSakura,8.9,https://movie.douban.com/subject/5989818/
茶馆,无,剧情历史,中国大陆,1982(中国大陆),导演:谢添TianXie主演:于是之ShizhiYu,9.6,https://movie.douban.com/subject/1461403/
被解救的姜戈,Django Unchained,剧情动作西部冒险,美国,2012,导演:昆汀·塔伦蒂诺QuentinTarantino主演:杰米·福克斯JamieFoxx,8.8,https://movie.douban.com/subject/6307447/
釜山行,부산행,动作惊悚灾难,韩国,2016,导演:延尚昊Sang-hoYeon主演:孔侑YooGong,8.6,https://movie.douban.com/subject/25986180/
神偷奶爸,Despicable Me,喜剧动画冒险,美国法国,2010,导演:皮艾尔·柯芬PierreCoffin,8.7,https://movie.douban.com/subject/3287562/
告白,无,剧情悬疑,日本,2010,导演:中岛哲也TetsuyaNakashima主演:松隆子TakakoMatsu,8.8,https://movie.douban.com/subject/4268598/
玛丽和马克思,Mary and Max,剧情喜剧动画,澳大利亚美国,2009,导演:亚当·艾略特AdamElliot主演:托妮·科莱特ToniCollette,9.0,https://movie.douban.com/subject/3072124/
哪吒闹海,无,冒险动画奇幻,中国大陆,1979,导演:王树忱ShuchenWang,9.2,https://movie.douban.com/subject/1307315/
色，戒,无,剧情爱情情色,中国台湾中国大陆美国中国香港,2007,导演:李安AngLee主演:梁朝伟TonyLeungChiuWai,8.7,https://movie.douban.com/subject/1828115/
九品芝麻官,无,剧情喜剧古装,中国香港中国大陆,1994,导演:王晶JingWong主演:周星驰StephenChow,8.7,https://movie.douban.com/subject/1297518/
大鱼,Big Fish,剧情家庭奇幻冒险,美国,2003,导演:蒂姆·波顿TimBurton主演:伊万·麦克格雷格EwanMcGregor,8.8,https://movie.douban.com/subject/1291545/
喜宴,囍宴,剧情喜剧爱情同性家庭,中国台湾美国,1993,导演:李安AngLee主演:赵文瑄WinstonChao,9.0,https://movie.douban.com/subject/1303037/
模仿游戏,The Imitation Game,剧情传记战争同性,英国美国,2014,导演:莫滕·泰杜姆MortenTyldum主演:本尼迪克特·康伯巴奇BenedictC...,8.8,https://movie.douban.com/subject/10463953/
头号玩家,Ready Player One,动作科幻冒险,美国,2018,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:泰伊·谢里丹TyeSheri...,8.6,https://movie.douban.com/subject/4920389/
射雕英雄传之东成西就,射鵰英雄傳之東成西就,喜剧奇幻武侠古装,中国香港,1993,导演:刘镇伟JeffreyLau主演:梁朝伟TonyLeungChiuWai,8.7,https://movie.douban.com/subject/1316510/
花样年华,花樣年華,剧情爱情,中国香港,2000,导演:王家卫KarWaiWong主演:梁朝伟TonyLeungChiuWai,8.8,https://movie.douban.com/subject/1291557/
头脑特工队,Inside Out,喜剧动画冒险,美国,2015,导演:彼特·道格特PeteDocter,8.8,https://movie.douban.com/subject/10533913/
我是山姆,I Am Sam,剧情家庭,美国,2001,导演:杰茜·尼尔森JessieNelson主演:SeanPenn,9.0,https://movie.douban.com/subject/1306861/
阳光姐妹淘,써니,剧情喜剧,韩国,2011,导演:姜炯哲Hyeong-CheolKang主演:沈恩京Eun-kyungShim,8.8,https://movie.douban.com/subject/4917726/
七武士,七人の侍,动作冒险剧情,日本,1954,导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune,9.3,https://movie.douban.com/subject/1295399/
血战钢锯岭,Hacksaw Ridge,剧情传记历史战争,澳大利亚美国,2016,导演:梅尔·吉布森MelGibson主演:安德鲁·加菲尔德AndrewGarfield,8.7,https://movie.douban.com/subject/26325320/
恐怖直播,더 테러 라이브,剧情犯罪悬疑,韩国,2013,导演:金秉祐Byeong-wooKim主演:河正宇Jung-wooHa,8.7,https://movie.douban.com/subject/21360417/
惊魂记,Psycho,悬疑惊悚恐怖,美国,1960,导演:阿尔弗雷德·希区柯克AlfredHitchcock主演:安东尼·博金斯Antho...,9.0,https://movie.douban.com/subject/1293181/
黑客帝国3：矩阵革命,The Matrix Revolutions,动作科幻,美国,2003,导演:拉娜·沃卓斯基LanaWachowski,8.8,https://movie.douban.com/subject/1302467/
你的名字。,君の名は。,剧情爱情动画,日本,2016,导演:新海诚MakotoShinkai主演:神木隆之介RyûnosukeKamiki,8.5,https://movie.douban.com/subject/26683290/
三块广告牌,"Three Billboards Outside Ebbing, Missouri",剧情犯罪,英国美国,2017,导演:马丁·麦克唐纳MartinMcDonagh主演:弗兰西斯·麦克多蒙德France...,8.7,https://movie.douban.com/subject/26611804/
电锯惊魂,Saw,悬疑惊悚恐怖,美国,2004,导演:詹姆斯·温JamesWan主演:雷·沃纳尔LeighWhannell,8.7,https://movie.douban.com/subject/1417598/
达拉斯买家俱乐部,Dallas Buyers Club,剧情传记同性,美国,2013,导演:让-马克·瓦雷Jean-MarcVallée主演:马修·麦康纳MatthewMcCon...,8.8,https://movie.douban.com/subject/1793929/
心迷宫,无,剧情犯罪悬疑,中国大陆,2014,导演:忻钰坤YukunXin主演:霍卫民WeiminHuo,8.7,https://movie.douban.com/subject/25917973/
疯狂原始人,The Croods,喜剧动画冒险,美国,2013,导演:科克·德·米科KirkDeMicco,8.7,https://movie.douban.com/subject/1907966/
谍影重重3,The Bourne Ultimatum,动作悬疑惊悚,美国德国法国英国,2007,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon,8.8,https://movie.douban.com/subject/1578507/
英雄本色,无,剧情动作犯罪,中国香港,1986,导演:吴宇森JohnWoo主演:周润发Yun-FatChow,8.6,https://movie.douban.com/subject/1297574/
上帝之城,Cidade de Deus,犯罪剧情,巴西法国,2002,导演:费尔南多·梅里尔斯FernandoMeirelles,9.0,https://movie.douban.com/subject/1292208/
风之谷,風の谷のナウシカ,动画奇幻冒险,日本,1984,导演:宫崎骏HayaoMiyazaki主演:岛本须美SumiShimamoto,8.9,https://movie.douban.com/subject/1291585/
爱在午夜降临前,Before Midnight,剧情爱情,美国希腊,2013,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...,8.9,https://movie.douban.com/subject/10808442/
纵横四海,緃横四海,剧情喜剧动作犯罪,中国香港,1991,导演:吴宇森JohnWoo主演:周润发Yun-FatChow,8.8,https://movie.douban.com/subject/1295409/
海街日记,海街diary,剧情家庭,日本,2015,导演:是枝裕和HirokazuKoreeda主演:绫濑遥HarukaAyase,8.8,https://movie.douban.com/subject/25895901/
绿里奇迹,The Green Mile,犯罪剧情奇幻悬疑,美国,1999,导演:弗兰克·德拉邦特FrankDarabont主演:汤姆·汉克斯TomHanks,8.9,https://movie.douban.com/subject/1300374/
卢旺达饭店,Hotel Rwanda,剧情传记历史战争,英国南非意大利美国,2004,导演:特瑞·乔治TerryGeorge主演:唐·钱德尔DonCheadle,8.9,https://movie.douban.com/subject/1291822/
小丑,Joker,剧情犯罪惊悚,美国加拿大,2019,导演:托德·菲利普斯ToddPhillips主演:杰昆·菲尼克斯JoaquinPhoeni...,8.7,https://movie.douban.com/subject/27119724/
记忆碎片,Memento,犯罪剧情悬疑惊悚,美国,2000,导演:克里斯托弗·诺兰ChristopherNolan主演:盖·皮尔斯GuyPearce,8.7,https://movie.douban.com/subject/1304447/
背靠背，脸对脸,无,剧情,中国大陆中国香港,1994,导演:黄建新JianxinHuang,9.5,https://movie.douban.com/subject/1307856/
心灵奇旅,Soul,动画奇幻音乐,美国,2020,导演:彼特·道格特PeteDocter,8.7,https://movie.douban.com/subject/24733428/
疯狂的石头,无,喜剧犯罪,中国大陆中国香港,2006,导演:宁浩HaoNing主演:郭涛TaoGuo,8.6,https://movie.douban.com/subject/1862151/
雨中曲,Singin' in the Rain,喜剧歌舞爱情,美国,1952,导演:斯坦利·多南StanleyDonen,9.1,https://movie.douban.com/subject/1293460/
2001太空漫游,2001: A Space Odyssey,科幻惊悚冒险,英国美国,1968,导演:斯坦利·库布里克StanleyKubrick主演:凯尔·杜拉KeirDullea,8.9,https://movie.douban.com/subject/1292226/
岁月神偷,歲月神偷,剧情家庭,中国香港中国大陆,2010,导演:罗启锐AlexLaw主演:吴君如SandraNg,8.7,https://movie.douban.com/subject/3792799/
无间道2,無間道II,剧情犯罪惊悚,中国香港,2003,导演:刘伟强,8.7,https://movie.douban.com/subject/1307106/
忠犬八公物语,ハチ公物語,剧情,日本,1987,导演:神山征二郎SeijirôKôyama主演:仲代达矢TatsuyaNakadai,9.2,https://movie.douban.com/subject/1959195/
荒蛮故事,Relatos salvajes,剧情喜剧犯罪,阿根廷西班牙,2014,导演:达米安·斯兹弗隆DamiánSzifron主演:达里奥·葛兰帝内提Darío...,8.8,https://movie.douban.com/subject/24750126/
小偷家族,万引き家族,剧情犯罪家庭,日本,2018,导演:是枝裕和HirokazuKoreeda主演:中川雅也LilyFranky,8.7,https://movie.douban.com/subject/27622447/
无敌破坏王,Wreck-It Ralph,喜剧动画奇幻冒险,美国,2012,导演:瑞奇·莫尔RichMoore主演:约翰·C·赖利JohnC.Reilly,8.7,https://movie.douban.com/subject/6534248/
爆裂鼓手,Whiplash,剧情音乐,美国,2014,导演:达米恩·查泽雷DamienChazelle主演:迈尔斯·特勒MilesTeller,8.7,https://movie.douban.com/subject/25773932/
冰川时代,Ice Age,喜剧动画冒险,美国,2002,导演:卡洛斯·沙尔丹哈CarlosSaldanha,8.6,https://movie.douban.com/subject/1291578/
恐怖游轮,Triangle,剧情悬疑惊悚,英国澳大利亚,2009,导演:克里斯托弗·史密斯ChristopherSmith主演:梅利莎·乔治Melissa...,8.5,https://movie.douban.com/subject/3011051/
牯岭街少年杀人事件,牯嶺街少年殺人事件,剧情犯罪,中国台湾,1991,导演:杨德昌EdwardYang主演:张震ChenChang,8.9,https://movie.douban.com/subject/1292329/
贫民窟的百万富翁,Slumdog Millionaire,剧情爱情,英国,2008,导演:丹尼·鲍尔DannyBoyle,8.6,https://movie.douban.com/subject/2209573/
东京教父,東京ゴッドファーザーズ,剧情喜剧动画,日本,2003,导演:今敏SatoshiKon主演:江守彻ToruEmori,9.0,https://movie.douban.com/subject/1310177/
东邪西毒,東邪西毒,剧情动作爱情武侠古装,中国香港中国台湾,1994,导演:王家卫KarWaiWong主演:张国荣LeslieCheung,8.6,https://movie.douban.com/subject/1292328/
魔女宅急便,魔女の宅急便,动画奇幻冒险,日本,1989,导演:宫崎骏HayaoMiyazaki主演:高山南MinamiTakayama,8.7,https://movie.douban.com/subject/1307811/
遗愿清单,The Bucket List,冒险喜剧剧情,美国,2007,导演:罗伯·莱纳RobReiner主演:杰克·尼科尔森JackNicholson,8.7,https://movie.douban.com/subject/1867345/
大佛普拉斯,无,剧情喜剧,中国台湾,2017,导演:黄信尧Hsin-yaoHuang主演:庄益增YizengZhuang,8.7,https://movie.douban.com/subject/27059130/
你看起来好像很好吃,おまえうまそうだな,剧情动画儿童,日本,2010,导演:藤森雅也MasayaFujimori主演:山口胜平KappeiYamaguchi,8.9,https://movie.douban.com/subject/4848115/
可可西里,无,剧情犯罪,中国大陆中国香港,2004,导演:陆川ChuanLu主演:多布杰Duobujie,8.9,https://movie.douban.com/subject/1308857/
黑天鹅,Black Swan,剧情惊悚,美国,2010,导演:达伦·阿罗诺夫斯基DarrenAronofsky主演:娜塔莉·波特曼Natalie...,8.6,https://movie.douban.com/subject/1978709/
城市之光,City Lights,喜剧剧情爱情,美国,1931,导演:CharlesChaplin主演:查理·卓别林CharlesChaplin,9.3,https://movie.douban.com/subject/1293908/
真爱至上,Love Actually,喜剧剧情爱情,英国美国法国,2003,导演:理查德·柯蒂斯RichardCurtis主演:休·格兰特HughGrant,8.5,https://movie.douban.com/subject/1292401/
源代码,Source Code,科幻悬疑惊悚,美国加拿大,2011,导演:邓肯·琼斯DuncanJones主演:杰克·吉伦哈尔JakeGyllenhaal,8.5,https://movie.douban.com/subject/3075287/
海边的曼彻斯特,Manchester by the Sea,剧情家庭,美国,2016,导演:肯尼斯·罗纳根KennethLonergan主演:卡西·阿弗莱克CaseyAffle...,8.6,https://movie.douban.com/subject/25980443/
雨人,Rain Man,剧情,美国,1988,导演:巴瑞·莱文森BarryLevinson主演:达斯汀·霍夫曼DustinHoffman...,8.7,https://movie.douban.com/subject/1291870/
波西米亚狂想曲,Bohemian Rhapsody,剧情传记同性音乐,英国美国,2018,导演:布莱恩·辛格BryanSinger主演:拉米·马雷克RamiMalek,8.6,https://movie.douban.com/subject/5300054/
末路狂花,Thelma & Louise,犯罪剧情惊悚,美国英国法国,1991,导演:雷德利·斯科特RidleyScott主演:吉娜·戴维斯GeenaDavis,8.9,https://movie.douban.com/subject/1291992/
初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,剧情喜剧爱情,泰国,2010,导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn,8.5,https://movie.douban.com/subject/4739952/
青蛇,无,剧情爱情奇幻古装,中国香港中国大陆,1993,导演:徐克HarkTsui主演:张曼玉MaggieCheung,8.6,https://movie.douban.com/subject/1303394/
人工智能,A.I. Artificial Intelligence,剧情科幻,美国英国,2001,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:海利·乔·奥斯蒙Haley...,8.7,https://movie.douban.com/subject/1302827/
恋恋笔记本,The Notebook,剧情爱情,美国,2004,导演:尼克·卡索维茨NickCassavetes主演:瑞恩·高斯林RyanGosling,8.5,https://movie.douban.com/subject/1309163/
虎口脱险,La grande vadrouille,喜剧战争,法国英国,1966,导演:杰拉尔·乌里GérardOury主演:路易·德·菲耐斯LouisdeFunès...,8.9,https://movie.douban.com/subject/1296909/
疯狂的麦克斯4：狂暴之路,Mad Max: Fury Road,动作科幻冒险,澳大利亚美国,2015,导演:乔治·米勒GeorgeMiller主演:汤姆·哈迪TomHardy,8.7,https://movie.douban.com/subject/3592854/
终结者2：审判日,Terminator 2: Judgment Day,动作科幻,美国法国,1991,导演:詹姆斯·卡梅隆JamesCameron主演:阿诺·施瓦辛格ArnoldSchwarz...,8.8,https://movie.douban.com/subject/1291844/
爱乐之城,La La Land,剧情爱情歌舞,美国,2016,导演:达米恩·查泽雷DamienChazelle主演:瑞恩·高斯林RyanGosling,8.4,https://movie.douban.com/subject/25934014/
罗生门,羅生門,剧情犯罪悬疑,日本,1950,导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune,8.8,https://movie.douban.com/subject/1291879/
新龙门客栈,新龍門客棧,动作爱情武侠古装,中国香港中国大陆,1992,导演:李惠民RaymondLee主演:张曼玉MaggieCheung,8.7,https://movie.douban.com/subject/1292287/
芙蓉镇,无,剧情爱情,中国大陆,1987,导演:谢晋JinXie主演:刘晓庆XiaoqingLiu,9.3,https://movie.douban.com/subject/1297880/
无耻混蛋,Inglourious Basterds,剧情犯罪,德国美国,2009,导演:昆汀·塔伦蒂诺QuentinTarantino主演:布拉德·皮特BradPitt,8.7,https://movie.douban.com/subject/1438652/
千钧一发,Gattaca,剧情科幻惊悚,美国,1997,导演:安德鲁·尼科尔AndrewNiccol主演:伊桑·霍克EthanHawke,8.8,https://movie.douban.com/subject/1300117/
崖上的波妞,崖の上のポニョ,动画奇幻冒险,日本,2008,导演:宫崎骏HayaoMiyazaki主演:奈良柚莉爱YuriaNara,8.6,https://movie.douban.com/subject/1959877/
花束般的恋爱,花束みたいな恋をした,剧情爱情,日本,2021,导演:土井裕泰NobuhiroDoi主演:菅田将晖MasakiSuda,8.6,https://movie.douban.com/subject/34874432/
萤火虫之墓,火垂るの墓,动画剧情战争,日本,1988,导演:高畑勋IsaoTakahata主演:辰己努,8.7,https://movie.douban.com/subject/1293318/
彗星来的那一夜,Coherence,科幻悬疑惊悚,美国英国,2013,导演:詹姆斯·沃德·布柯特JamesWardByrkit主演:艾米丽·芭尔多尼Em...,8.6,https://movie.douban.com/subject/25807345/
奇迹男孩,Wonder,剧情儿童家庭,美国中国香港,2017,导演:斯蒂芬·卓博斯基StephenChbosky主演:雅各布·特伦布莱JacobTr...,8.6,https://movie.douban.com/subject/26787574/
哈利·波特与死亡圣器(上),Harry Potter and the Deathly Hallows: Part 1,奇幻冒险,英国美国,2010,导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...,8.5,https://movie.douban.com/subject/2051007/
黑客帝国2：重装上阵,The Matrix Reloaded,动作科幻,美国,2003,导演:拉娜·沃卓斯基LanaWachowski,8.7,https://movie.douban.com/subject/1304141/
二十二,无,纪录片,中国大陆,2015,导演:郭柯KeGuo主演:,8.7,https://movie.douban.com/subject/26430107/
血钻,Blood Diamond,剧情惊悚冒险,美国德国英国,2006,导演:爱德华·兹威克EdwardZwick主演:莱昂纳多·迪卡普里奥Leonardo...,8.7,https://movie.douban.com/subject/1428175/
战争之王,Lord of War,剧情犯罪,美国德国,2005,导演:安德鲁·尼科尔AndrewNiccol主演:尼古拉斯·凯奇NicolasCage,8.7,https://movie.douban.com/subject/1419936/
火星救援,The Martian,剧情科幻冒险,英国美国匈牙利约旦,2015,导演:雷德利·斯科特RidleyScott主演:马特·达蒙MattDamon,8.5,https://movie.douban.com/subject/25864085/
步履不停,歩いても 歩いても,剧情家庭,日本,2008,导演:是枝裕和HirokazuKoreeda主演:阿部宽HiroshiAbe,8.8,https://movie.douban.com/subject/2222996/
房间,Room,剧情家庭,爱尔兰加拿大英国美国,2015,导演:伦尼·阿伯拉罕森LennyAbrahamson主演:布丽·拉尔森BrieLarson...,8.8,https://movie.douban.com/subject/25724855/
魂断蓝桥,Waterloo Bridge,剧情爱情战争,美国,1940,导演:茂文·勒鲁瓦MervynLeRoy主演:费雯·丽VivienLeigh,8.8,https://movie.douban.com/subject/1293964/
白日梦想家,The Secret Life of Walter Mitty,剧情喜剧冒险,美国英国,2013,导演:本·斯蒂勒BenStiller主演:本·斯蒂勒BenStiller,8.6,https://movie.douban.com/subject/2133323/
千年女优,千年女優,动画剧情爱情,日本,2001,导演:今敏SatoshiKon主演:庄司美代子MiyokoShôji,8.8,https://movie.douban.com/subject/1307394/
谍影重重2,The Bourne Supremacy,动作悬疑惊悚,美国德国,2004,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon,8.7,https://movie.douban.com/subject/1308767/
高山下的花环,无,中国大陆,1985,1984(中国大陆),导演:谢晋JinXie主演:吕晓禾XiaoheLü,9.5,https://movie.douban.com/subject/1422283/
哈利·波特与凤凰社,Harry Potter and the Order of the Phoenix,奇幻冒险,英国美国,2007,导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...,8.5,https://movie.douban.com/subject/1457217/
蜘蛛侠：平行宇宙,Spider-Man: Into the Spider-Verse,动作科幻动画冒险,美国,2018,导演:鲍勃·佩尔西凯蒂BobPersichetti,8.6,https://movie.douban.com/subject/26374197/
弱点,The Blind Side,剧情家庭传记运动,美国,2009,导演:约翰·李·汉考克JohnLeeHancock主演:桑德拉·布洛克SandraBu...,8.7,https://movie.douban.com/subject/3552028/
谍影重重,The Bourne Identity,动作悬疑惊悚,美国德国捷克,2002,导演:道格·里曼DougLiman主演:马特·达蒙MattDamon,8.6,https://movie.douban.com/subject/1304102/
阿飞正传,阿飛正傳,犯罪剧情爱情,中国香港,1990,导演:王家卫KarWaiWong主演:张国荣LeslieCheung,8.5,https://movie.douban.com/subject/1305690/
大红灯笼高高挂,无,剧情,中国大陆中国香港中国台湾,1991,导演:张艺谋YimouZhang主演:巩俐LiGong,8.8,https://movie.douban.com/subject/1293323/
朗读者,The Reader,剧情爱情,美国德国,2008,导演:史蒂芬·戴德利StephenDaldry主演:凯特·温丝莱特KateWinslet...,8.6,https://movie.douban.com/subject/2213597/
再次出发之纽约遇见你,Begin Again,喜剧爱情音乐,美国,2013,导演:约翰·卡尼JohnCarney主演:凯拉·奈特莉KeiraKnightley,8.6,https://movie.douban.com/subject/6874403/
燃情岁月,Legends of the Fall,剧情爱情战争西部,美国,1994,导演:爱德华·兹威克EdwardZwick主演:布拉德·皮特BradPitt,8.7,https://movie.douban.com/subject/1295865/
